iter	Passed	Remaining
167	572	2832
168	575	2829
169	578	2825
170	582	2821
171	585	2816
172	588	2810
173	591	2809
174	595	2808
175	598	2801
176	601	2795
177	604	2791
178	607	2787
179	611	2784
180	613	2778
181	616	2772
182	619	2766
183	622	2762
184	626	2758
185	630	2757
186	633	2752
187	635	2745
188	638	2740
189	641	2736
190	646	2736
191	649	2732
192	652	2729
193	657	2730
194	661	2730
195	664	2724
196	667	2719
197	670	2714
198	673	2710
199	676	2706
200	680	2703
201	683	2699
202	686	2693
203	689	2691
204	692	2687
205	695	2682
206	698	2677
207	701	2672
208	705	2670
209	708	2666
210	711	2661
211	714	2656
212	717	2651
213	721	2649
214	724	2646
215	727	2642
216	730	2636
217	733	2631
218	736	2625
219	739	2622
220	743	2619
221	746	2616
222	749	2612
223	753	2611
224	757	2610
225	761	2606
226	763	2601
227	766	2596
228	770	2592
229	773	2589
230	777	2587
231	780	2583
232	783	2578
233	787	2576
234	790	2573
235	793	2569
236	796	2565
237	800	2562
238	803	2558
239	807	2556
240	810	2551
241	813	2546
242	815	2541
243	819	2538
244	823	2537
245	826	2534
246	829	2529
247	832	2525
248	835	2521
249	839	2517
250	842	2513
251	845	2509
252	848	2505
253	853	2506
254	856	2503
255	859	2498
256	862	2493
257	865	2489
258	868	2485
259	872	2484
260	876	2481
261	879	2477
262	882	2473
263	886	2470
264	889	2467
265	892	2462
266	895	2457
267	898	2453
268	901	2449
269	904	2446
270	907	2442
271	910	2437
272	913	2432
273	918	2432
274	922	2431
275	925	2427
276	928	2422
277	931	2419
278	934	2414
279	937	2411
280	941	2409
281	945	2407
282	949	2406
283	953	2405
284	957	2402
285	961	2399
286	964	2396
287	970	2398
288	974	2397
289	978	2395
290	982	2393
291	986	2392
292	989	2388
293	992	2384
294	996	2381
295	1001	2381
296	1004	2378
297	1007	2374
298	1011	2370
299	1015	2369
300	1019	2367
301	1022	2363
302	1025	2358
303	1028	2355
304	1032	2353
305	1036	2349
306	1039	2346
307	1043	2343
308	1047	2341
309	1051	2340
310	1054	2336
311	1057	2331
312	1060	2328
313	1063	2324
314	1067	2320
315	1070	2316
316	1072	2311
317	1075	2307
318	1079	2303
319	1082	2301
320	1085	2296
321	1088	2292
322	1091	2288
323	1095	2285
324	1099	2282
325	1102	2278
326	1105	2275
327	1108	2271
328	1112	2268
329	1116	2266
330	1119	2262
331	1122	2258
332	1125	2253
333	1128	2250
334	1132	2247
335	1135	2244
336	1139	2242
337	1143	2239
338	1148	2239
339	1151	2235
340	1154	2231
341	1157	2227
342	1161	2225
343	1165	2221
344	1168	2217
345	1171	2213
346	1174	2209
347	1179	2209
348	1183	2206
349	1186	2204
350	1189	2199
351	1193	2196
352	1196	2193
353	1200	2190
354	1203	2186
355	1206	2182
356	1210	2179
357	1213	2176
358	1216	2172
359	1219	2167
360	1222	2163
361	1225	2159
362	1229	2157
363	1232	2154
364	1236	2150
365	1239	2147
366	1243	2145
367	1247	2142
368	1250	2138
369	1253	2134
370	1257	2132
371	1260	2128
372	1263	2124
373	1266	2120
374	1270	2117
375	1273	2113
376	1277	2110
377	1280	2106
378	1283	2103
379	1286	2099
380	1289	2095
381	1292	2091
382	1296	2088
383	1300	2086
384	1303	2082
385	1307	2079
386	1310	2075
387	1313	2071
388	1316	2067
389	1319	2063
390	1322	2060
391	1326	2057
392	1329	2053
393	1332	2050
394	1335	2046
395	1340	2044
396	1344	2042
397	1348	2039
398	1351	2034
399	1353	2030
400	1356	2026
401	1360	2023
402	1363	2019
403	1366	2015
404	1369	2011
405	1372	2008
406	1376	2004
407	1379	2001
408	1382	1997
409	1385	1993
410	1388	1989
411	1391	1986
412	1394	1982
413	1398	1979
414	1401	1975
415	1405	1973
416	1409	1970
417	1412	1966
418	1415	1962
419	1418	1958
420	1422	1956
421	1425	1953
422	1429	1949
423	1432	1946
424	1437	1944
425	1441	1942
426	1444	1938
427	1447	1934
428	1451	1932
429	1456	1930
430	1460	1927
431	1463	1923
432	1467	1921
433	1470	1918
434	1474	1915
435	1477	1911
436	1480	1907
437	1483	1903
438	1487	1900
439	1490	1896
440	1493	1893
441	1496	1889
442	1500	1886
443	1505	1884
444	1508	1881
445	1511	1878
446	1515	1874
447	1519	1872
448	1523	1869
449	1526	1865
450	1529	1861
451	1533	1858
452	1537	1856
453	1541	1853
454	1544	1849
455	1547	1846
456	1551	1843
457	1554	1839
458	1557	1836
459	1560	1832
460	1563	1828
461	1567	1824
462	1570	1821
463	1573	1817
464	1576	1813
465	1579	1810
466	1584	1808
467	1589	1806
468	1593	1803
469	1596	1800
470	1601	1798
471	1605	1795
472	1608	1791
473	1611	1787
474	1614	1783
475	1617	1780
476	1621	1777
477	1625	1774
478	1628	1771
479	1633	1769
480	1637	1767
481	1640	1763
482	1644	1760
483	1647	1756
484	1652	1754
485	1655	1751
486	1658	1747
487	1661	1743
488	1664	1739
489	1668	1736
490	1671	1732
491	1674	1728
492	1677	1724
493	1680	1721
494	1684	1718
495	1687	1714
496	1690	1710
497	1693	1706
498	1697	1703
499	1700	1700
500	1703	1696
501	1706	1693
502	1709	1689
503	1713	1686
504	1717	1683
505	1720	1679
506	1723	1676
507	1726	1672
508	1731	1669
509	1735	1667
510	1738	1663
511	1741	1659
512	1744	1655
513	1747	1652
514	1751	1649
515	1754	1645
516	1757	1641
517	1760	1638
518	1764	1635
519	1768	1632
520	1771	1628
521	1774	1625
522	1778	1621
523	1783	1619
524	1786	1616
525	1789	1612
526	1793	1609
527	1797	1606
528	1801	1603
529	1803	1599
530	1806	1595
531	1810	1592
532	1813	1589
533	1817	1585
534	1821	1583
535	1826	1580
536	1830	1578
537	1834	1575
538	1837	1571
539	1841	1568
540	1845	1565
541	1848	1561
542	1851	1558
543	1854	1554
544	1857	1550
545	1860	1547
546	1864	1543
547	1866	1539
548	1870	1536
549	1873	1532
550	1876	1529
551	1880	1526
552	1884	1523
553	1887	1519
554	1890	1515
555	1894	1513
556	1897	1509
557	1900	1505
558	1903	1501
559	1908	1499
560	1912	1496
561	1916	1493
562	1920	1490
563	1924	1487
564	1930	1486
565	1934	1483
566	1937	1479
567	1941	1476
568	1945	1473
569	1949	1470
570	1953	1467
571	1956	1464
572	1959	1460
573	1962	1456
574	1965	1453
575	1968	1449
576	1971	1445
577	1975	1442
578	1978	1438
579	1981	1435
580	1984	1431
581	1988	1428
582	1992	1425
583	1995	1421
584	1998	1417
585	2001	1413
586	2004	1410
587	2009	1407
588	2013	1405
589	2017	1401
590	2020	1398
591	2025	1395
592	2028	1392
593	2032	1389
594	2035	1385
595	2038	1381
596	2041	1378
597	2045	1374
598	2048	1371
599	2051	1367
600	2054	1364
601	2058	1361
602	2061	1357
603	2065	1353
604	2067	1350
605	2072	1347
606	2076	1344
607	2079	1341
608	2083	1337
609	2087	1334
610	2091	1331
611	2095	1328
612	2098	1324
613	2102	1321
614	2105	1318
615	2109	1315
616	2112	1311
617	2116	1307
618	2119	1304
619	2123	1301
620	2126	1298
621	2130	1294
622	2133	1291
623	2136	1287
624	2140	1284
625	2143	1280
626	2146	1276
627	2149	1273
628	2153	1270
629	2158	1267
630	2161	1263
631	2164	1260
632	2167	1256
633	2171	1253
634	2174	1250
635	2178	1246
636	2181	1242
637	2185	1240
638	2188	1236
639	2191	1232
640	2194	1229
641	2197	1225
642	2201	1222
643	2204	1218
644	2207	1215
645	2211	1211
646	2215	1208
647	2218	1205
648	2222	1202
649	2226	1199
650	2230	1195
651	2233	1192
652	2237	1189
653	2240	1185
654	2243	1181
655	2246	1177
656	2249	1174
657	2253	1171
658	2256	1167
659	2259	1164
660	2262	1160
661	2266	1157
662	2270	1154
663	2274	1150
664	2277	1147
665	2281	1144
666	2285	1141
667	2289	1137
668	2292	1134
669	2296	1130
670	2299	1127
671	2303	1124
672	2306	1120
673	2309	1117
674	2313	1113
675	2317	1110
676	2321	1107
677	2324	1103
678	2327	1100
679	2331	1097
680	2334	1093
681	2337	1089
682	2341	1086
683	2343	1082
684	2347	1079
685	2350	1075
686	2353	1072
687	2356	1068
688	2359	1065
689	2362	1061
690	2366	1058
691	2370	1054
692	2373	1051
693	2376	1047
694	2379	1044
695	2383	1040
696	2386	1037
697	2389	1033
698	2393	1030
699	2396	1027
700	2400	1023
701	2403	1020
702	2407	1017
703	2410	1013
704	2414	1010
705	2418	1007
706	2421	1003
707	2425	1000
708	2428	996
709	2431	993
710	2435	989
711	2437	986
712	2440	982
713	2444	979
714	2447	975
715	2450	972
716	2453	968
717	2456	964
718	2459	961
719	2463	957
720	2466	954
721	2470	951
722	2473	947
723	2477	944
724	2480	941
725	2483	937
726	2486	933
727	2489	930
728	2493	926
729	2497	923
730	2500	920
731	2503	916
732	2506	913
733	2510	909
734	2514	906
735	2517	903
736	2521	899
737	2524	896
738	2528	892
739	2531	889
740	2534	885
741	2537	882
742	2540	878
743	2543	875
744	2547	871
745	2549	868
746	2552	864
747	2555	861
748	2559	857
749	2563	854
750	2566	850
751	2569	847
752	2572	843
753	2575	840
754	2579	836
755	2581	833
756	2584	829
757	2587	826
758	2591	822
759	2595	819
760	2599	816
761	2602	812
762	2606	809
763	2610	806
764	2613	802
765	2616	799
766	2619	795
767	2623	792
768	2626	789
769	2630	785
770	2633	782
771	2636	778
772	2639	775
773	2643	771
774	2646	768
775	2649	764
776	2653	761
777	2656	758
778	2660	754
779	2663	751
780	2666	747
781	2669	744
782	2673	741
783	2677	737
784	2680	734
785	2683	730
786	2686	727
787	2689	723
788	2693	720
789	2697	716
790	2699	713
791	2702	709
792	2706	706
793	2710	703
794	2713	699
795	2716	696
796	2720	692
797	2724	689
798	2727	686
799	2730	682
800	2733	679
801	2736	675
802	2740	672
803	2743	668
804	2746	665
805	2749	661
806	2753	658
807	2757	655
808	2760	651
809	2763	648
810	2766	644
811	2770	641
812	2773	637
813	2776	634
814	2779	630
815	2782	627
816	2785	624
817	2790	620
818	2793	617
819	2796	613
820	2801	610
821	2804	607
822	2808	604
823	2811	600
824	2815	597
825	2818	593
826	2822	590
827	2825	586
828	2827	583
829	2831	579
830	2835	576
831	2838	573
832	2841	569
833	2844	566
834	2847	562
835	2851	559
836	2855	555
837	2858	552
838	2861	549
839	2864	545
840	2867	542
841	2871	538
842	2874	535
843	2877	531
844	2880	528
845	2884	525
846	2888	521
847	2892	518
848	2894	514
849	2898	511
850	2902	508
851	2906	504
852	2910	501
853	2913	498
854	2919	495
855	2922	491
856	2926	488
857	2929	484
858	2934	481
859	2937	478
860	2939	474
861	2943	471
862	2946	467
863	2949	464
864	2953	460
865	2956	457
866	2959	453
867	2962	450
868	2966	447
869	2969	443
870	2972	440
871	2975	436
872	2978	433
873	2981	429
874	2985	426
875	2988	423
876	2991	419
877	2995	416
878	2999	412
879	3003	409
880	3006	406
881	3009	402
882	3013	399
883	3017	396
884	3021	392
885	3024	389
886	3027	385
887	3030	382
888	3034	378
889	3037	375
890	3040	371
891	3043	368
892	3047	365
893	3050	361
894	3053	358
895	3056	354
896	3059	351
897	3063	347
898	3066	344
899	3069	341
900	3072	337
901	3076	334
902	3079	330
903	3083	327
904	3086	323
905	3089	320
906	3092	317
907	3095	313
908	3099	310
909	3102	306
910	3105	303
911	3109	300
912	3112	296
913	3116	293
914	3119	289
915	3122	286
916	3126	282
917	3130	279
918	3133	276
919	3137	272
920	3140	269
921	3143	265
922	3147	262
923	3150	259
924	3153	255
925	3156	252
926	3160	248
927	3164	245
928	3168	242
929	3171	238
930	3174	235
931	3178	231
932	3182	228
933	3185	225
934	3188	221
935	3191	218
936	3195	214
937	3198	211
938	3201	207
939	3205	204
940	3208	201
941	3212	197
942	3215	194
943	3218	190
944	3221	187
945	3225	184
946	3229	180
947	3232	177
948	3235	173
949	3238	170
950	3241	167
951	3245	163
952	3248	160
953	3252	156
954	3255	153
955	3260	150
956	3263	146
957	3266	143
958	3269	139
959	3272	136
960	3275	132
961	3279	129
962	3283	126
963	3287	122
964	3290	119
965	3294	115
966	3297	112
967	3301	109
968	3304	105
969	3308	102
970	3311	98
971	3314	95
972	3317	92
973	3320	88
974	3323	85
975	3326	81
976	3330	78
977	3333	74
978	3336	71
979	3340	68
980	3344	64
981	3347	61
982	3350	57
983	3353	54
984	3356	51
985	3361	47
986	3364	44
987	3366	40
988	3370	37
989	3373	34
990	3376	30
991	3380	27
992	3383	23
993	3387	20
994	3390	17
995	3393	13
996	3396	10
997	3400	6
998	3404	3
999	3408	0
