iter	RMSE
0	0.3888530164
1	0.377620542
2	0.367810534
3	0.3574680214
4	0.3481393956
5	0.3388373171
6	0.3299647768
7	0.3210901579
8	0.3122547125
9	0.3041419747
10	0.2962939919
11	0.2886518786
12	0.2816288874
13	0.2748212793
14	0.2679591671
15	0.2618992277
16	0.2557707018
17	0.2498104336
18	0.2444219895
19	0.2386686935
20	0.2333346776
21	0.2281244483
22	0.2233424058
23	0.2188601085
24	0.2148748161
25	0.2104083092
26	0.2064712369
27	0.2022529915
28	0.198605003
29	0.1947523854
30	0.1910230542
31	0.1880732349
32	0.1848145697
33	0.1821023118
34	0.1790689869
35	0.1760437158
36	0.1732578335
37	0.1708220176
38	0.168402744
39	0.1658987563
40	0.1635263839
41	0.161147945
42	0.1590016743
43	0.15697709
44	0.1548114391
45	0.1527401834
46	0.1509112777
47	0.149101239
48	0.1472481033
49	0.1456165232
50	0.1441994271
51	0.142864747
52	0.1412027047
53	0.1398309102
54	0.1382662578
55	0.1365891355
56	0.1353113045
57	0.1339116915
58	0.1327408087
59	0.131582846
60	0.1304270025
61	0.1292037245
62	0.1280301794
63	0.1269654345
64	0.1258167647
65	0.1248009142
66	0.123847951
67	0.1229188697
68	0.1219416904
69	0.1210513796
70	0.1202625373
71	0.1193934643
72	0.11859284
73	0.1177649497
74	0.1170607101
75	0.1162543854
76	0.1154279786
77	0.1146566791
78	0.1139888703
79	0.1134266339
80	0.1128042961
81	0.1122693208
82	0.1115304372
83	0.1109336201
84	0.1105095401
85	0.1099726583
86	0.109387766
87	0.1087846155
88	0.1081984593
89	0.1075375603
90	0.1070334472
91	0.1065544944
92	0.1059878204
93	0.1054509644
94	0.1049689488
95	0.1044594841
96	0.1039980686
97	0.1035108467
98	0.1032322653
99	0.1028877159
100	0.1026103496
101	0.1021673612
102	0.1016926837
103	0.1012163039
104	0.1007640138
105	0.1003224896
106	0.09996290535
107	0.09962435919
108	0.09949392683
109	0.09923182774
110	0.09878468788
111	0.09842844523
112	0.09796436904
113	0.09755604156
114	0.097204556
115	0.09681078746
116	0.09649554108
117	0.09618661474
118	0.09606041917
119	0.09572759223
120	0.09538405338
121	0.09516361844
122	0.09483427441
123	0.09448097538
124	0.09419637417
125	0.09384694821
126	0.09362166028
127	0.09324421781
128	0.09301491742
129	0.09274701449
130	0.09257737749
131	0.09229799837
132	0.09201443368
133	0.09179185657
134	0.09159663955
135	0.09134531527
136	0.09108251815
137	0.09083483242
138	0.09056994025
139	0.09039533518
140	0.09007898595
141	0.08981366694
142	0.08967631629
143	0.08941795355
144	0.08912589252
145	0.08885724566
146	0.08855738851
147	0.08839730342
148	0.08814910923
149	0.0879497562
150	0.08776588969
151	0.08750498015
152	0.08739254238
153	0.08717287647
154	0.08696091393
155	0.08684405295
156	0.08669437964
157	0.08644443549
158	0.08620255504
159	0.08600380079
160	0.08590919389
161	0.08577124596
162	0.08566328703
163	0.08562471429
164	0.08541702077
165	0.08523244041
166	0.08506348669
167	0.0849095397
168	0.08465310104
169	0.08445921169
170	0.08419764715
171	0.08391324666
172	0.08369375539
173	0.08346243439
174	0.08336711991
175	0.08310394966
176	0.08294296161
177	0.0827436181
178	0.08245236377
179	0.08237606394
180	0.08218181693
181	0.08205647463
182	0.08178755322
183	0.08149513687
184	0.08131429986
185	0.08123351731
186	0.08109010981
187	0.08095010749
188	0.08089607916
189	0.08066359109
190	0.08050372352
191	0.08027496299
192	0.08012448599
193	0.08003393836
194	0.07982675067
195	0.07960714855
196	0.07934881756
197	0.07913025769
198	0.0790046531
199	0.07878727085
200	0.07861115394
201	0.07841145347
202	0.07819747854
203	0.07790787477
204	0.07781918516
205	0.07769340239
206	0.07741290712
207	0.07717273823
208	0.07695297242
209	0.07677124572
210	0.0766991576
211	0.07649179204
212	0.07632728992
213	0.07612230083
214	0.07606152414
215	0.07580229046
216	0.07561916937
217	0.07548623515
218	0.07540400804
219	0.07529807764
220	0.07510140221
221	0.07496154436
222	0.07479989984
223	0.07464018563
224	0.07448060497
225	0.07433451039
226	0.07418015388
227	0.07401000194
228	0.07388101077
229	0.07365674227
230	0.07354812349
231	0.07347354506
232	0.07329369909
233	0.07305512913
234	0.07294761249
235	0.07278123256
236	0.07262531919
237	0.0725582889
238	0.07237463992
239	0.07220604969
240	0.07203052487
241	0.07184520297
242	0.07160276648
243	0.07141688998
244	0.07128720835
245	0.07111595464
246	0.07088541381
247	0.07073524736
248	0.07058819922
249	0.07042749614
250	0.07027288459
251	0.07018932567
252	0.07007611258
253	0.06992049475
254	0.06973774149
255	0.06961711349
256	0.06950150538
257	0.06943987589
258	0.06932863611
259	0.06918255255
260	0.06900377886
261	0.06885964101
262	0.06875942301
263	0.06861108238
264	0.06839842419
265	0.06832157893
266	0.06815406148
267	0.06802072721
268	0.06786468668
269	0.06769673917
270	0.06753893082
271	0.06744716406
272	0.06731170558
273	0.06715033079
274	0.06697220003
275	0.06685704352
276	0.06671612989
277	0.06657324829
278	0.06644494866
279	0.06628662506
280	0.0661112033
281	0.06597938981
282	0.0658133782
283	0.06562026197
284	0.06548721277
285	0.06534704426
286	0.06521640225
287	0.06517059547
288	0.06508112917
289	0.06494490698
290	0.06478196094
291	0.06464035695
292	0.06450887808
293	0.06443209482
294	0.06426950199
295	0.06413456989
296	0.06399959647
297	0.06387017126
298	0.06371350599
299	0.06364180045
300	0.06346961263
301	0.06334363319
302	0.06321991886
303	0.06305426678
304	0.06289534179
305	0.06280471681
306	0.06268138002
307	0.06254192938
308	0.06242111868
309	0.0622929212
310	0.06212557848
311	0.06202200073
312	0.06185845143
313	0.06178821507
314	0.06165510383
315	0.06161863192
316	0.06149656448
317	0.06138032823
318	0.0612458144
319	0.06118548038
320	0.06110339903
321	0.06103580434
322	0.06090335109
323	0.06079907681
324	0.06065756394
325	0.06058298794
326	0.0604027653
327	0.06031315822
328	0.06019747417
329	0.06014623053
330	0.06003902892
331	0.059910873
332	0.05980174219
333	0.0596229596
334	0.05951860824
335	0.05937768551
336	0.05924254554
337	0.05916091522
338	0.05902369971
339	0.05896001697
340	0.05882879675
341	0.05870182534
342	0.05862666614
343	0.0585211639
344	0.05840807281
345	0.05836575809
346	0.05826419689
347	0.05818745214
348	0.05813251328
349	0.05801061477
350	0.05792503231
351	0.05784569381
352	0.05772426382
353	0.05763310527
354	0.05754035049
355	0.05742539653
356	0.05737836803
357	0.05726953608
358	0.05722374319
359	0.0570835613
360	0.05696525084
361	0.05681266215
362	0.05671278572
363	0.05665804876
364	0.05655663521
365	0.056461357
366	0.05633121791
367	0.05627466538
368	0.05621486136
369	0.05611957037
370	0.0560340209
371	0.05593756911
372	0.05584422601
373	0.05577697233
374	0.05573699268
375	0.0556849293
376	0.05558337125
377	0.05549333719
378	0.05541018216
379	0.05532979566
380	0.05523271061
381	0.05514048101
382	0.05504677989
383	0.05493739724
384	0.05484923694
385	0.05475542787
386	0.05462783276
387	0.05455705367
388	0.05446763524
389	0.05430108973
390	0.05418303132
391	0.05409749473
392	0.05402604857
393	0.05394064151
394	0.05385412066
395	0.05376469102
396	0.05373048451
397	0.05365141528
398	0.05348919117
399	0.0534395073
400	0.05331578641
401	0.05322100776
402	0.05310396023
403	0.05299947688
404	0.05290043299
405	0.05277646738
406	0.05268693591
407	0.05257978346
408	0.05246645233
409	0.0523594063
410	0.05224799173
411	0.05214224932
412	0.05212052966
413	0.05205085236
414	0.05199906133
415	0.05194038247
416	0.05184777472
417	0.05181049658
418	0.05170920351
419	0.05165751452
420	0.05157570503
421	0.05148912938
422	0.05140027491
423	0.05130397715
424	0.0512153057
425	0.05112301096
426	0.05104244464
427	0.05096396654
428	0.05091986943
429	0.05086073854
430	0.05081775531
431	0.05065367837
432	0.05056328588
433	0.05051073621
434	0.05038735896
435	0.05035604932
436	0.05033165596
437	0.05019488607
438	0.05012508192
439	0.05004159724
440	0.04996751866
441	0.04985019363
442	0.04975356448
443	0.04967929933
444	0.04963914676
445	0.04952999521
446	0.04949901382
447	0.04941712857
448	0.04936499791
449	0.04933687563
450	0.04926350497
451	0.04918552203
452	0.04904699631
453	0.04895369909
454	0.04889148252
455	0.0488243209
456	0.04871148756
457	0.04863224989
458	0.0485492091
459	0.04848658784
460	0.04837662946
461	0.04827082966
462	0.04819545157
463	0.04816529455
464	0.04814303408
465	0.04804587621
466	0.04794538718
467	0.04782440987
468	0.04773672426
469	0.04764579934
470	0.04754414899
471	0.04746553413
472	0.04740767519
473	0.04732029742
474	0.04726505681
475	0.04721451682
476	0.04712598723
477	0.04705444234
478	0.0469644557
479	0.04685879055
480	0.04678439798
481	0.04672139747
482	0.04664990916
483	0.04662313169
484	0.04650835025
485	0.04643064545
486	0.04635210534
487	0.04629007439
488	0.04626506796
489	0.04621278717
490	0.04619595879
491	0.04614259588
492	0.04606618016
493	0.04591224551
494	0.04579869157
495	0.04576291566
496	0.04572480963
497	0.04566303458
498	0.04561095886
499	0.04553608077
500	0.04546397814
501	0.04534561492
502	0.04526981278
503	0.04513424354
504	0.04504540016
505	0.04498608679
506	0.04491647474
507	0.04487410424
508	0.0447934443
509	0.04474476429
510	0.04468791488
511	0.04467030149
512	0.04458672276
513	0.04448227541
514	0.04440780815
515	0.0443848763
516	0.04432216004
517	0.04424377784
518	0.04414101117
519	0.04407022253
520	0.04400308971
521	0.04392521114
522	0.04387079823
523	0.04376325489
524	0.0437095307
525	0.04360124072
526	0.04346557178
527	0.04341548103
528	0.04340181224
529	0.04330415686
530	0.04324865058
531	0.04315598238
532	0.04311481088
533	0.04302501446
534	0.04295302949
535	0.04286464845
536	0.04285172814
537	0.04277363584
538	0.04270680827
539	0.04266089368
540	0.04263996488
541	0.04259149597
542	0.04252386403
543	0.04244756413
544	0.04239944565
545	0.04233739476
546	0.04228284066
547	0.04226729912
548	0.04219734775
549	0.0421656796
550	0.04213551313
551	0.0421245186
552	0.04207582655
553	0.04201255979
554	0.04195712084
555	0.0418932213
556	0.04176965764
557	0.04172254028
558	0.04167826453
559	0.04161052114
560	0.04156247533
561	0.04151262333
562	0.04147245665
563	0.04141400511
564	0.04136246669
565	0.04125969067
566	0.04118871073
567	0.04113378273
568	0.04110746277
569	0.04103662318
570	0.04098024799
571	0.04092712749
572	0.04090105842
573	0.04083504848
574	0.04082597286
575	0.04075254552
576	0.04073367197
577	0.0407155091
578	0.04066736531
579	0.04061525798
580	0.04053886644
581	0.04042779038
582	0.04039682369
583	0.04032273589
584	0.04031398869
585	0.04029045724
586	0.0402492898
587	0.04018936816
588	0.04011595752
589	0.04010902601
590	0.04000504892
591	0.03997364924
592	0.03994316892
593	0.03987027828
594	0.03986209083
595	0.03981546141
596	0.03972835185
597	0.03963699081
598	0.03962779946
599	0.03956210312
600	0.03947643114
601	0.03939966747
602	0.03934573615
603	0.03929676209
604	0.03924541701
605	0.03915086132
606	0.03907448939
607	0.03904436866
608	0.0389989197
609	0.03892900565
610	0.0389007227
611	0.03885379406
612	0.03883009415
613	0.03881692468
614	0.03875549868
615	0.03867859051
616	0.03867168793
617	0.03860282066
618	0.03859661825
619	0.03857968973
620	0.03857346479
621	0.03852567753
622	0.03851609603
623	0.03845794411
624	0.03843550106
